listing_url,address,price,beds,baths,sqft,Amenity_A_24_Hour_Access,Amenity_Air_Conditioning,Amenity_Balcony,Amenity_Basement,Amenity_Basketball_Court,Amenity_Bay_Window,Amenity_Bicycle_Storage,Amenity_Breakfast_Nook,Amenity_Breakfast_Coffee_Concierge,Amenity_Built_In_Bookshelves,Amenity_Business_Center,Amenity_Cable_Ready,Amenity_Carpet,Amenity_Ceiling_Fans,Amenity_Clubhouse,Amenity_Concierge,Amenity_Controlled_Access,Amenity_Courtyard,Amenity_Deck,Amenity_Dining_Room,Amenity_Dishwasher,Amenity_Disposal,Amenity_Disposal_Chutes,Amenity_Dock,Amenity_Dog_Park,Amenity_Double_Pane_Windows,Amenity_Dry_Cleaning_Service,Amenity_Eat_in_Kitchen,Amenity_Elevator,Amenity_Family_Room,Amenity_Fireplace,Amenity_Fitness_Center,Amenity_Floor_to_Ceiling_Windows,Amenity_Framed_Mirrors,Amenity_Freezer,Amenity_Gated,Amenity_Granite_Countertops,Amenity_Grill,Amenity_Handrails,Amenity_Hardwood_Floors,Amenity_Heating,Amenity_High_Ceilings,Amenity_High_Speed_Internet_Access,Amenity_Ice_Maker,Amenity_Instant_Hot_Water,Amenity_Intercom,Amenity_Island_Kitchen,Amenity_Key_Fob_Entry,Amenity_Kitchen,Amenity_Large_Bedrooms,Amenity_Laundry_Facilities,Amenity_Laundry_Service,Amenity_Lawn,Amenity_Linen_Closet,Amenity_Loft_Layout,Amenity_Lounge,Amenity_Maintenance_on_site,Amenity_Microwave,Amenity_Multi_Use_Room,Amenity_Office,Amenity_Oven,Amenity_Package_Service,Amenity_Pantry,Amenity_Patio,Amenity_Picnic_Area,Amenity_Playground,Amenity_Pool,Amenity_Porch,Amenity_Private_Bathroom,Amenity_Property_Manager_on_Site,Amenity_Public_Transportation,Amenity_Quartz_Countertops,Amenity_Range,Amenity_Recreation_Room,Amenity_Recycling,Amenity_Refrigerator,Amenity_Roof_Terrace,Amenity_Security_System,Amenity_Skylights,Amenity_Smoke_Free,Amenity_Sprinkler_System,Amenity_Stainless_Steel_Appliances,Amenity_Storage_Space,Amenity_Sundeck,Amenity_Sunroom,Amenity_Tanning_Salon,Amenity_Tile_Floors,Amenity_Trash_Compactor,Amenity_Tub_Shower,Amenity_Vacuum_System,Amenity_Vaulted_Ceiling,Amenity_Views,Amenity_Vinyl_Flooring,Amenity_Walk_To_Campus,Amenity_Walk_In_Closets,Amenity_Walk_Up,Amenity_Walking_Biking_Trails,Amenity_Washer_Dryer,Amenity_Washer_Dryer_Hookup,Amenity_Waterfront,Amenity_Wheelchair_Accessible_Rooms,Amenity_Wi_Fi,Amenity_Window_Coverings,Amenity_Yard
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",4000.0,1.0,1.0,697.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",4553.0,1.0,1.0,843.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",4567.0,1.0,1.0,785.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",5643.0,1.0,1.0,996.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",5298.0,1.0,1.0,844.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",5403.0,1.0,1.0,844.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",5039.0,2.0,2.0,976.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",5490.0,2.0,2.0,1074.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",,1.0,1.0,961.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",,1.0,1.0,996.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",,2.0,2.0,1190.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",,2.0,2.0,1309.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",,2.0,2.0,1332.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",,3.0,2.0,1308.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",,3.0,2.0,1601.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",3643.0,0.0,1.0,727.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",3688.0,0.0,1.0,616.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",3332.0,0.0,1.0,411.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",3687.0,1.0,1.0,649.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",4000.0,1.0,1.0,697.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",4553.0,1.0,1.0,843.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",4567.0,1.0,1.0,785.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",5643.0,1.0,1.0,996.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",5298.0,1.0,1.0,844.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",5403.0,1.0,1.0,844.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",5039.0,2.0,2.0,976.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",5490.0,2.0,2.0,1074.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
https://www.apartments.com/one-canal-apartments-boston-ma/z17ct3x/,"One Canal Apartments - 1 Canal St Boston, MA 02114 | Apartments.com",,1.0,1.0,961.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
